Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledDomestic,IndiGo,2024,9,56012,98623.783,48029.136,8211792,7624336,9230396,82.6,25081.388,2291.099,27372.487,686101.698,29478.379,2045.145,717625.222,1037000.76,69.202
ScheduledDomestic,IndiGo,2024,10,59156,104385.117,51433.855,8640128,8129253,9882735,82.257,27144.253,2521.75,29666.003,731588.22,31521.795,2247.213,765357.228,1108165.869,69.065
ScheduledDomestic,IndiGo,2024,11,56776,100409.433,49404.14,9069728,8592770,9512296,90.333,23310.498,2476.177,25786.675,773264.845,27349.334,2196.051,802810.23,1066511.945,75.274
ScheduledDomestic,IndiGo,2024,12,59546,105584.6,51989.094,9615322,9113052,10053140,90.649,25159.671,2975.253,28134.924,820089.532,29151.872,2619.951,851861.355,1116225.837,76.316
ScheduledDomestic,IndiGo,2025,1,60152,107177.65,52567.898,9614311,9125277,10164452,89.78,24071.843,3105.83,27177.673,821236.5,27659.262,2703.607,851599.369,1113222.575,76.5
ScheduledDomestic,IndiGo,2025,2,55405,98513.033,48288.149,9015997,8538835,9315125,91.67,23068.793,2693.906,25762.699,768364.084,26525.055,2374.777,797263.916,1022260.228,77.99
ScheduledDomestic,IndiGo,2025,3,61957,110318.867,54062.759,9309423,8798393,10399246,84.61,26716.426,2568.43,29284.856,791759.581,30754.293,2193.076,824706.95,1143742.88,72.11
ScheduledDomestic,IndiGo,2025,4,59213,106342.583,51611.444,9171560,8642291,9942178,86.93,26282.995,2405.695,28688.69,777640.753,30119.509,2059.393,809819.655,1107597.991,73.11
ScheduledDomestic,IndiGo,2025,5,59442,106466.783,51793.464,9079585,8521422,10016892,85.07,28287.264,2239.65,30526.914,766673.031,32942.036,1999.648,801614.715,1124707.623,71.27
ScheduledDomestic,IndiGo,2025,6,57412,102271.05,49796.158,8773638,8259122,9665660,85.45,28267.019,2248.769,30515.788,743182.958,33199.962,1955.493,778338.413,1095325.098,71.06
ScheduledDomestic,IndiGo,2025,7,53936,94420.82,46425.7,8215364,7615736,9054911,84.11,29044.169,2528.851,31573.02,685278.185,33505.605,2194.003,720977.793,1027823.023,70.15
ScheduledDomestic,IndiGo,2025,8,53778,94002.433,46490.098,8314039,7709340,9112809,84.6,28212.301,2305.947,30518.248,693662.386,32477.795,1999.473,728139.654,1033928.018,70.42
ScheduledDomestic,IndiGo,2025,9,54587,96481.467,47555.37,8127404,7578261,9297544,81.51,28489.838,2480.68,30970.518,681914.128,32610.223,2158.053,716682.404,1054639.079,67.96
ScheduledDomestic,IndiGo,2025,10,61364,108593.717,53909.706,9195792,8702094,10562484,82.39,27155.736,2401.282,29557.018,782653.224,31435.666,2139.083,816227.973,1198918.064,68.08
ScheduledDomestic,IndiGo,2025,11,59566,105678.817,52710.424,9692717,9218088,10391122,88.71,27544.247,2596.759,30141.006,828391.89,32114.424,2284.797,862791.111,1174333.372,73.47
ScheduledDomestic,IndiGo,2025,12,53238,94623.567,47192.849,8522591,8207875,9311861,88.14,22374.064,2460.301,24834.365,736762.473,26491.418,2164.32,765418.211,1036188.981,73.87
ScheduledDomestic,IndiGo,2026,1,58905,105662,52623.353,9704113,9207043,10501553,87.67,25942.02,2724.721,28666.741,828630.129,30169.434,2418.396,861217.959,1175608.458,73.26
ScheduledDomestic,IndiGo,2026,2,53451,95760.383,47707.354,8870677,8463891,9444818,89.61,26549.384,2895.919,29445.303,761587.238,30772.17,2634.142,794993.549,1053109.46,75.49
ScheduledDomestic,IndiGo,2026,3,59494,106281.317,52994.94,9118668,8750157,10483236,83.47,29546.485,2654.644,32201.129,787352.578,34122.052,2346.844,823821.474,1169440.952,70.45
ScheduledDomestic,IndiGo,2026,4,59264,105953.33,52488.547,8978789,8635297,10439820,82.71,28480.355,2764.371,31244.726,777013.697,32747.971,2465.812,812227.479,1188216.247,68.36
ScheduledDomestic,India One Air,2022,10,2,3.3,0.752,17,6.392,6.768,94.444,,,,0.575,0,0,0.575,2.303,24.98
ScheduledDomestic,India One Air,2022,11,80,103.33,21.16,644,174.575,190.44,91.669,0,0,0,15.712,0,0,15.712,17.14,91.669
ScheduledDomestic,India One Air,2022,12,60,77.5,15.87,472,131.08,142.83,91.773,,,,11.79,0,0,11.79,12.85,91.751
ScheduledDomestic,India One Air,2023,1,124,159.167,32.786,989,269.641,295.074,91.381,,,,24.268,,,24.268,26.567,91.346
ScheduledDomestic,India One Air,2023,2,221,290,59.779,1632,448.735,538.011,83.406,,,,40.38,,,40.38,48.42,83.395
ScheduledDomestic,India One Air,2023,3,254,332.08,73.837,1780,536.104,664.533,80.674,,,,48.249,,,48.249,59.808,80.674
ScheduledDomestic,India One Air,2023,4,260,323.65,72.718,1938,551.054,654.462,84.2,,,,49.595,,,49.595,59.902,82.794
ScheduledDomestic,India One Air,2023,5,192,236.35,52.381,1434,396.961,471.429,84.204,,,,35.726,,,35.726,42.429,84.204
ScheduledDomestic,India One Air,2023,6,203,247.133,54.263,1376,381.066,488.367,78.029,,,,32.296,,,32.296,43.953,73.478
ScheduledDomestic,India One Air,2023,7,121,150.45,32.117,783,212.368,289.053,73.47,,,,19.113,,,19.113,26.015,73.47
ScheduledDomestic,India One Air,2023,8,179,219.167,47.662,1174,323.476,428.958,75.41,,,,29.113,,,29.113,38.606,75.41
ScheduledDomestic,India One Air,2023,9,213,266.967,59.052,1511,430.538,531.468,81.009,,,,38.748,,,38.748,47.832,81.009
ScheduledDomestic,India One Air,2023,10,260,139,75.302,1813,535.865,677.718,79.069,,,,48.228,,,48.228,60.995,79.069
ScheduledDomestic,India One Air,2023,11,336,466.5,100.026,2523,765.768,900.234,85.063,,,,68.919,,,68.919,81.021,85.063
ScheduledDomestic,India One Air,2023,12,330,397.333,98.501,2588,789.555,886.905,89.024,,,,71.06,,,71.06,79.786,89.063
ScheduledDomestic,India One Air,2024,1,322,439.333,95.463,2411,734.601,859.167,85.502,,,,66.114,,,66.114,77.325,85.501
ScheduledDomestic,India One Air,2024,2,304,415.5,90.441,2269,699.66,813.97,85.956,,,,62.97,,,62.97,73.257,85.957
ScheduledDomestic,India One Air,2024,3,352,482,104.938,2620,812.498,944.442,86.029,,,,73.125,,,73.125,85,86.029
ScheduledDomestic,India One Air,2024,4,284,392.016,85.176,2043,636.42,766.58,83.021,,,,57.278,,,57.278,68.993,83.021
ScheduledDomestic,India One Air,2024,5,321,439.583,95.656,2210,693.301,860.964,80.526,,,,62.397,,,62.397,77.481,80.532
ScheduledDomestic,India One Air,2024,6,272,381.5,82.989,1852,598.567,746.901,80.14,,,,53.871,,,53.871,67.221,80.14
ScheduledDomestic,India One Air,2024,7,264,375,82.2,1669,537.841,739.8,72.701,,,,48.406,,,48.406,66.582,72.701
ScheduledDomestic,India One Air,2024,8,348,479.167,103.727,2143,673.19,933.543,72.111,,,,60.587,,,60.587,84.019,72.111
ScheduledDomestic,India One Air,2024,9,358,495.5,107.572,2263,719.646,968.148,74.332,,,,64.768,,,64.768,87.133,74.332
ScheduledDomestic,India One Air,2024,10,326,456,99.644,2124,683.854,896.796,76.255,,,,61.547,,,61.547,80.712,76.255
ScheduledDomestic,India One Air,2024,11,367,490,109.304,2607,816.785,983.736,83.029,,,,73.511,,,73.511,88.536,83.029
ScheduledDomestic,India One Air,2024,12,412,563.33,127.223,3131,996.998,1145.007,87.074,,,,89.73,,,89.73,103.051,87.074
ScheduledDomestic,India One Air,2025,1,416,562.083,126.121,2860,920.63,1135.089,81.11,0,0,0,82.857,0,0,82.857,102.158,81.11
ScheduledDomestic,India One Air,2025,2,382,515.583,115.735,2721,863.061,1041.615,82.86,0,0,0,77.675,0,0,77.675,93.745,82.86
ScheduledDomestic,India One Air,2025,3,428,585.1,129.625,2992,956.669,1166.625,82,0,0,0,86.1,0,0,86.1,104.996,82
ScheduledDomestic,India One Air,2025,4,414,561.667,124.49,2886,909.448,1120.41,81.17,0,0,0,81.85,0,0,81.85,100.837,81.17
ScheduledDomestic,India One Air,2025,5,423,581.917,131.014,2947,955.723,1179.126,81.05,0,0,0,86.015,0,0,86.015,106.121,81.05
ScheduledDomestic,India One Air,2025,6,446,604.25,135.066,2819,907.665,1215.594,74.67,0,0,0,81.69,0,0,81.69,109.403,74.67
ScheduledDomestic,India One Air,2025,7,457,618,137.59,2321,749.586,1240.794,60.41,0,0,0,67.463,0,0,67.463,111.671,60.41
ScheduledDomestic,India One Air,2025,8,426,584.667,131.431,2519,822.74,1182.879,69.55,0,0,0,74.047,0,0,74.047,106.459,69.55
ScheduledDomestic,India One Air,2025,9,442,600.333,134.236,2753,879.71,1208.124,72.82,0,0,0,79.174,0,0,79.174,108.731,72.82
ScheduledDomestic,India One Air,2025,10,376,530.092,120.566,2702,893.294,1085.094,82.32,0,0,0,80.396,0,0,80.396,97.658,82.32
ScheduledDomestic,India One Air,2025,11,424,508.667,129.698,3070,970.222,1167.282,83.12,0,0,0,87.32,0,0,87.32,105.055,83.12
ScheduledDomestic,India One Air,2025,12,457,604.833,133.875,3308,1012.272,1204.875,84.01,0,0,0,91.104,0,0,91.104,108.439,84.01
ScheduledDomestic,India One Air,2026,1,263,350.833,83.465,1573,521.73,751.185,69.45,0,0,0,46.956,0,0,46.956,67.607,69.45
ScheduledDomestic,India One Air,2026,2,354,452.667,106.337,1591,507.656,957.033,53.04,0,0,0,45.689,0,0,45.689,86.133,53.04
ScheduledDomestic,India One Air,2026,3,403,517.583,121.314,1750,557.99,1091.826,51.11,0,0,0,50.219,0,0,50.219,98.264,51.11
ScheduledDomestic,India One Air,2026,4,383,492.833,115.238,1687,539.168,1037.142,51.99,0,0,0,48.525,0,0,48.525,93.343,51.99
ScheduledDomestic,Jet Airways,2015,1,11179,17606,7990,1221962,1024836,1178518,86.96,6662,238,6900,85427,7473,157,93057,123218,75.522
ScheduledDomestic,Jet Airways,2015,2,10598,16845,7648,1186492,994733,1111317,89.509,6216,139,6355,83221,6837,139,90197,114819,78.556
ScheduledDomestic,Jet Airways,2015,3,11926,19015,8650,1296682,1089823,1258799,86.576,6916,138,7054,90917,7610,138,98665,129790,76.019
ScheduledDomestic,Jet Airways,2015,4,12286,19775,9022,1283278,1089818,1329659,81.962,7394,215,7609,90694,8076,131,98901,136115,72.66
ScheduledDomestic,Jet Airways,2015,5,12800,20666,9387,1296787,1121388,1381548,81.169,7914,236,8150,92903,8827,148,101878,139941,72.801
ScheduledDomestic,Jet Airways,2015,6,12410,20247,9106,1206583,1044457,1344503,77.684,7581,241,7822,86755,8339,146,95240,135410,70.335
ScheduledDomestic,Jet Airways,2015,7,12878,20947,9382,1329409,1128803,1393270,81.018,7597,233.362,7830.362,94166,8362,153,102681,141741,72.443
ScheduledDomestic,Jet Airways,2015,8,12938,20705,9428,1333154,1133189,1402507,80.797,7815,323,8138,94454,8707,251,103412,144826,71.404
ScheduledDomestic,Jet Airways,2015,9,12646,20154,9257,1272577,1072992,1377776,77.879,7388,334,7722,89759,8231,255,98245,140302,70.024
ScheduledDomestic,Jet Airways,2015,10,13264,21424,9873,1316959,1133496,1470695,77.072,8740,384,9124,94501,9705,302,104508,149943,69.698
ScheduledDomestic,Jet Airways,2015,11,12995,21140,9793,1355202,1187543,1473476,80.595,7832,331,8163,98807,8922,254,107983,150955,71.533
ScheduledDomestic,Jet Airways,2015,12,12595,20707,9639,1393452,1226114,1464766,83.707,8014,388,8402,102043,9150,301,111494,150730,73.969
ScheduledDomestic,Jet Airways,2016,1,13044,21606,10034,1426254,1255562,1521970,82.496,6280,406,6686,104665,7158,339,112162,154952,72.385
ScheduledDomestic,Jet Airways,2016,2,12438,20383,10024,1366421,1187499,1430031,83.04,6372,445,6817,99580,7326,376,107282,144912,74.033
ScheduledDomestic,Jet Airways,2016,3,13293,21878,10043,1381232,1200354,1516542,79.151,7026,613,7639,100327,7981,543,108851,152842,71.218
ScheduledDomestic,Jet Airways,2016,4,12302,19966,9250,1255053,1108620,1412683,78.476,6126,643,6769,92370,7162,562,100094,145473,68.806
ScheduledDomestic,Jet Airways,2016,5,12812,21040,9706,1387661,1230675,1489645,82.615,7071,800,7871,102438,8349,727,111514,151063,73.82
ScheduledDomestic,Jet Airways,2016,6,12342,20435,9285,1290114,1125175,1422843,79.079,6149,921,7070,93807,7114,872,101793,135498,75.125
ScheduledDomestic,Jet Airways,2016,7,12659,20680,9309,1385366,1191830,1421765,83.827,7178,793,7971,99673,8228,764,108665,140646,77.261
ScheduledDomestic,Jet Airways,2016,8,12697,20625,9326,1365257,1165058,1425780,81.714,7502,829,8331,97377,8610,798,106785,141476,75.479
ScheduledDomestic,Jet Airways,2016,9,12545,20088,9193,1326741,1126285,1409126,79.928,7719,743,8462,94403,8704,725,103832,141449,73.406
ScheduledDomestic,Jet Airways,2016,10,12773,20466,9417,1265690,1093649,1448497,75.502,9058,810,9868,91453,10281,765,102499,147449,69.515
ScheduledDomestic,Jet Airways,2016,11,12318,20345,9405,1327494,1173892,1460919,80.353,7403,653,8056,98302,8624,625,107551,147078,73.125
ScheduledDomestic,Jet Airways,2016,12,12662,21117,9780,1449939,1305273,1516898,86.049,8273,834,9107,108699,9613,807,119119,154478,77.111
ScheduledDomestic,Jet Airways,2017,1,12661,21390,9882,1476032,1335886,1538596,86.825,8115,974,9089,111531,9299,952,121782,157537,77.304
ScheduledDomestic,Jet Airways,2017,2,11475,19497,9038,1358382,1231148,1416940,86.888,8172,1072,9244,103212,9318,1028,113558,146900,77.303
ScheduledDomestic,Jet Airways,2017,3,12772,21458,10001,1388369,1255713,1573746,79.791,9789,1059,10848,105023,11270,1027,117320,164393,71.366
ScheduledDomestic,Jet Airways,2017,4,12283,20865,9759,1380986,1273122,1537893,82.784,9176,789,9965,105751,10831,819,117401,160090,73.334
ScheduledDomestic,Jet Airways,2017,5,13359,22529,10582,1541722,1440543,1689344,85.272,10925,771,11696,119243,13328,818,133389,180565,73.873
ScheduledDomestic,Jet Airways,2017,6,13102,22224,10321,1449797,1337018,1650918,80.986,10851,790,11641,111009,13068,795,124872,171877,72.652
ScheduledDomestic,Jet Airways,2017,7,13595,23128,10607,1503844,1357514,1692776,80.195,11806,775,12581,113465,14098,774,128337,173202,74.097
ScheduledDomestic,Jet Airways,2017,8,13602,22864,10541,1522338,1360306,1685080,80.726,11984,794.457,12778.457,113691,14309,802,128802,175444,73.415
ScheduledDomestic,Jet Airways,2017,9,13307,22330,10417,1459934,1333583,1663661,80.16,11948,873,12821,111623,14433,865,126921,175432,72.348
ScheduledDomestic,Jet Airways,2017,10,14047,23745,11089,1571142,1433400,1779972,80.529,12277,930,13207,119936,14425,908,135269,188562,71.737
ScheduledDomestic,Jet Airways,2017,11,13122,22544,10535,1578170,1461348,1673486,87.324,11115,709.46,11824.46,122897,13223,734,136854,172690,79.248
ScheduledDomestic,Jet Airways,2017,12,13375,23118,10862,1617784,1521413,1718840,88.514,10751,767.493,11518.493,127258,12806,811,140875,178837,78.773
ScheduledDomestic,Jet Airways,2018,1,13163,23051,10735,1629327,1517279,1709402,88.761,9474,698,10172,126984,11177,706,138867,178355,77.86
ScheduledDomestic,Jet Airways,2018,2,12456,21978,10141,1562820,1457811,1611621,90.456,9542.5,617,10159.5,122454.9,11493.6,627.4,134575.9,168183.5,80.017
ScheduledDomestic,Jet Airways,2018,3,14330,24813,11575,1732912,1592578.9,1847404.9,86.206,11086,682.377,11768.377,133443.4,13076.7,667,147187.1,193073.2,76.234
ScheduledDomestic,Jet Airways,2018,4,14001,24594,11472,1683573,1572237.9,1836103.9,85.629,10894.9,764.339,11659.239,131500.4,12972.9,713.1,145186.4,190660.5,76.149
ScheduledDomestic,Jet Airways,2018,5,14328,25490,11787,1618129,1517637,1888414.5,80.366,12373.7,775.107,13148.807,126496.2,15096.4,746.1,142338.7,191878.8,74.182
ScheduledDomestic,Jet Airways,2018,6,13543,23952,11098,1502783,1411035.5,1775722.8,79.463,11255.4,778.908,12034.308,117822.1,13381,742.5,131945.6,183276.7,71.993
ScheduledDomestic,Jet Airways,2018,7,12697,22789,10837,1565793,1473747.6,1757072.8,83.875,10874.8,933.617,11808.417,123688,12943.4,939.7,137571.1,181402.9,75.837
ScheduledDomestic,Jet Airways,2018,8,13005,22839,10993,1552418,1460931.2,1781954.03,81.985,10237.644,699.015,10936.66,122479.99,12180.9,691.02,135351.91,187952.17,72.014
ScheduledDomestic,Jet Airways,2018,9,12706,22153,10864,1604196,1502921.719,1770160.717,84.903,10252.98,625.124,10878.104,126373.671,12064.546,631.71,139069.927,188113.871,73.929
ScheduledDomestic,Jet Airways,2018,10,13078,22935,11312,1562304,1490663.53,1826589.05,81.609,10307.45,635.146,10942.596,124736.58,11827.42,639.78,137203.78,191226.27,71.749
ScheduledDomestic,Jet Airways,2018,11,12086,21820,10714,1477384,1422400.902,1732194.202,82.116,8287.528,695.823,8983.352,119022.397,9369.96,725.69,129118.047,180691.185,71.458
ScheduledDomestic,Jet Airways,2018,12,11741,21349,10417,1537426,1471987.26,1691358.79,87.03,8493.324,649.523,9142.846,122965.819,9811.373,675.157,133452.349,176100.614,75.782
ScheduledDomestic,Jet Airways,2019,1,11388,20674,10033,1481560,1408836.7,1635306.63,86.151,8062.79,621.087,8683.877,117888.68,9287.75,642.95,127819.38,170791.98,74.839
ScheduledDomestic,Jet Airways,2019,2,8312,15013,7283,1129751,1060084.925,1185870.996,89.393,6605.378,471.883,7077.261,89176.94,7610.905,485.23,97273.075,124336.174,78.234
ScheduledDomestic,Jet Airways,2019,3,4442,7694,3629,529832,488152.561,563220.533,86.672,3438.525,280.637,3719.162,40918.832,3731.484,302.711,44953.027,59232.75,75.892
ScheduledDomestic,Jet Airways,2019,4,1086,2765,676,86256,67994.306,89093.702,76.318,353.109,29.307,382.416,5660.772,409.437,30.993,6101.202,8761.664,69.635
ScheduledDomestic,Jet Airways,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScheduledDomestic,Jet Airways,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScheduledDomestic,JetLite,2015,1,2152,3172,1551,277588,216745,248087,87.367,1193,56,1249,17906,1119,46,19071,24232,78.702
ScheduledDomestic,JetLite,2015,2,2057,3033,1456,272590,209149,233236,89.673,1131,58,1189,17338,1041,47,18426,23094,79.787
ScheduledDomestic,JetLite,2015,3,2279,3346,1612,294766,226377,257941,87.763,1268,46,1314,18745,1203,34,19982,25612,78.018
ScheduledDomestic,JetLite,2015,4,1972,3085,1547,229057,203694,248763,81.883,1169,20,1189,16854,1342,16,18212,24580,74.093
ScheduledDomestic,JetLite,2015,5,2012,3220,1629,225116,206667,260312,79.392,1365,20,1385,17075,1578,16,18669,25457,73.335
ScheduledDomestic,JetLite,2015,6,1724,2813,1406,186556,172598,220999,78.099,1139,23,1162,14374,1273,17,15664,21829,71.758
ScheduledDomestic,JetLite,2015,7,1800,2947,1499,201874,187992,234814,80.06,1223,19.243,1242.243,15745,1439,16,17200,23320,73.756
ScheduledDomestic,JetLite,2015,8,1830,2960,1537,204803,189635,240826,78.744,1239,20.385,1259.385,15903,1460,15,17378,24263,71.623
ScheduledDomestic,JetLite,2015,9,1700,2715,1402,184198,163819,218611,74.936,1162,23,1185,13764,1318,17,15099,21959,68.76
ScheduledDomestic,JetLite,2015,10,1641,2509,1262,171551,147201,194044,75.86,1174,34,1208,12300,1255,29,13584,19460,69.805
ScheduledDomestic,JetLite,2015,11,1789,2768,1369,200683,167900,212104,79.159,959,54,1013,13973,977,41,14991,21278,70.453
ScheduledDomestic,JetLite,2015,12,1807,2739,1354,217169,175735,211730,83,874,41,915,14569,795,30,15394,21353,72.093
ScheduledDomestic,JetLite,2016,1,1751,2638,1282,206231,164717,199737,82.467,689,54,743,13684,609,40,14333,19837,72.254
ScheduledDomestic,JetLite,2016,2,1746,2730,1331,206391,167434,206978,80.895,736,77,813,14004,718,61,14783,20665,71.536
ScheduledDomestic,JetLite,2016,3,1885,2995,1494,206092,177966,231160,76.988,779,84,863,14781,787,77,15645,23028,67.939
ScheduledDomestic,JetLite,2016,4,2124,3432,1723,240818,211297,269854,78.3,1067,117,1184,17598,993,102,18693,26815,69.711
ScheduledDomestic,JetLite,2016,5,2172,3576,1776,254309,225511,278905,80.856,1370,126,1496,18722,1358,101,20181,27364,73.75
ScheduledDomestic,JetLite,2016,6,2086,3388,1689,226769,199153,264951,75.166,1333,117,1450,16574,1337,101,18012,25533,70.544
ScheduledDomestic,JetLite,2016,7,2033,3393,1704,238924,216257,267380,80.88,1393,107,1500,18071,1499,101,19671,25788,76.28
ScheduledDomestic,JetLite,2016,8,2021,3332,1694,234241,210492,266668,78.934,1396,116,1512,17600,1481,113,19194,25910,74.08
ScheduledDomestic,JetLite,2016,9,1734,2884,1506,198098,186487,240727,77.468,1344,109,1453,15650,1499,115,17264,23703,72.835
ScheduledDomestic,JetLite,2016,10,1989,3234,1684,209117,187954,264348,71.101,1645,144,1789,15725,1718,133,17576,26264,66.92
ScheduledDomestic,JetLite,2016,11,1942,3136,1556,217905,181055,242541,74.649,1197,140,1337,15178,1215,120,16513,23693,69.696
ScheduledDomestic,JetLite,2016,12,1970,3144,1551,246132,207488,242225,85.659,1245,156,1401,17259,1229,139,18627,23771,78.36
ScheduledDomestic,JetLite,2017,1,1907,3068,1512,239705,202121,236542,85.448,1075,153,1228,16831,1064,132,18027,22871,78.82
ScheduledDomestic,JetLite,2017,2,1706,2765,1340,214665,178586,210369,84.892,1053,148,1201,14984,1074,127,16185,20569,78.686
ScheduledDomestic,JetLite,2017,3,1975,3148,1535,230359,190197,240267,79.161,1252,167,1419,15898,1245,141,17284,23929,72.23
ScheduledDomestic,JetLite,2017,4,1811,2860,1366,222476,180706,216901,83.313,1149,148,1297,15040,1122,122,16284,21721,74.969
ScheduledDomestic,JetLite,2017,5,2018,3219,1555,246048,204140,242176,84.294,1288,151,1439,16947,1269,135,18351,24399,75.212
ScheduledDomestic,JetLite,2017,6,1800,2939,1419,217672,182852,220740,82.836,1258,130,1388,15230,1258,114,16602,21993,75.488
ScheduledDomestic,JetLite,2017,7,1926,3134,1501,224811,188990,234208,80.693,1435,129,1564,15833,1427,114,17374,23138,75.089
ScheduledDomestic,JetLite,2017,8,1949,3136,1520,236394,196109,236937,82.768,1638,148,1786,16446,1626,127,18199,23648,76.958
ScheduledDomestic,JetLite,2017,9,1835,2935,1433,221236,185557,222675,83.331,1649,175,1824,15579,1645,153,17377,22525,77.145
ScheduledDomestic,JetLite,2017,10,1794,2999,1520,213497,194506,236818,82.133,1348,124,1472,16255,1402,110,17767,23845,74.51
ScheduledDomestic,JetLite,2017,11,1845,3008,1413,240703,195528,218344,89.55,1430,190,1620,16228,1270,149,17647,21566,81.828
ScheduledDomestic,JetLite,2017,12,1955,3123,1451,255811,200908,225568,89.068,1345,180.329,1525.33,16645,1154,140,17939,22309,80.411
ScheduledDomestic,JetLite,2018,1,1981,3142,1459,262951,204351,227931,89.655,1180,155,1335,17020,995,123,18138,22764,79.678
ScheduledDomestic,JetLite,2018,2,1721,2824,1275,231564,179729,198965,90.332,999,162.691,1161.691,15020.7,873.5,126.6,16020.8,19923.1,80.413
ScheduledDomestic,JetLite,2018,3,1455,2414,1097,184334,146720.5,168376.7,87.138,872.6,153.89,1026.49,12190,805.7,126.8,13122.5,16884.3,77.72
ScheduledDomestic,JetLite,2018,4,1321,2261,1048,173248,141474,167677,84.373,695.4,108.204,803.604,11852,577.6,99.4,12529,16466,76.09
ScheduledDomestic,JetLite,2018,5,1459,2548,1175,182103,151125.6,188410,80.211,820.6,97.474,918.074,12605.4,683.4,83.2,13372,17603.9,75.96
ScheduledDomestic,JetLite,2018,6,1558,2615,1242,194304,159300,200008,79.647,848.2,92.43,940.63,13288.8,731,79.3,14099.1,19105.4,73.796
ScheduledDomestic,JetLite,2018,7,1342,2191,1022,171138,132752.2,165008.3,80.452,739.7,103.595,843.295,11151.6,594.5,95.4,11841.5,16035.8,73.844
ScheduledDomestic,JetLite,2018,8,1295,2127,1013,163476,130673.13,164950.28,79.22,701.755,101.715,803.47,10935.92,571.83,94.77,11602.52,16219.9,71.533
ScheduledDomestic,JetLite,2018,9,1397,2240,1085,182290,143058.194,172375.84,82.992,762.283,115.597,877.88,12032.363,625.467,109.299,12767.129,17325.422,73.69
ScheduledDomestic,JetLite,2018,10,1506,2441,1174,188698,149785.45,186770,80.198,827.89,140.042,967.932,12524.833,679.102,125.089,13329.024,18941.257,70.37
ScheduledDomestic,JetLite,2018,11,1341,2174,1062,174535,138431.774,171165.42,80.876,773.349,111.313,884.662,11583.819,666.224,96.343,12346.386,17467.524,70.682
ScheduledDomestic,JetLite,2018,12,1579,2592,1220,214385,166417.618,194214.448,85.688,872.29,187.198,1059.488,13907.185,738.906,149.085,14795.176,19679.549,75.18
ScheduledDomestic,JetLite,2019,1,1599,2626,1242,215128,166936.92,198376.27,84.152,829.31,231.363,1060.673,14011.252,686.366,184.069,14881.687,20043.364,74.247
ScheduledDomestic,JetLite,2019,2,1156,1755,804,158576,111303.688,126601.48,87.917,570.852,119.335,690.187,9363.186,459.992,86.402,9909.58,12872.986,76.98
ScheduledDomestic,JetLite,2019,3,967,1445,722,134037,101133.182,115557.702,87.517,670.53,89.822,760.352,8497.924,616.628,70.66,9185.212,11977.013,76.69
ScheduledDomestic,JetLite,2019,4,127,220,110,17053,14638.85,18508.9,79.091,85.278,5.517,90.795,1221.282,74.565,4.801,1300.648,1809.16,71.892
ScheduledDomestic,JetLite,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScheduledDomestic,JetLite,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScheduledDomestic,Pawan Hans,2019,5,82,52,6.274,237,15.135,69.014,21.93,0,0,0,1.253,0,0,1.253,1.908,65.649
ScheduledDomestic,Pawan Hans,2019,6,84,57,7.582,282,22.53,83.402,27.014,0,0,0,1.618,0,0,1.618,2.193,73.765
ScheduledDomestic,Pawan Hans,2019,7,40,25.283,3.238,98,6.85,35.618,19.232,0,0,0,0.494,0,0,0.494,1.379,35.823
ScheduledDomestic,Pawan Hans,2019,8,76,49.5,6.554,156,10.4,72.094,14.426,0,0,0,0.849,0,0,0.849,2.746,30.918
ScheduledDomestic,Pawan Hans,2019,9,70,45.16,5.854,175,11.5,64.34,17.874,0,0,0,0.72,0,0,0.72,2.794,25.77
ScheduledDomestic,Pawan Hans,2019,10,102,70,9.418,322,23.8,103.6,22.973,0,0,0,1.807,0,0,1.807,4.48,40.335
ScheduledDomestic,Pawan Hans,2019,11,98,66.66,8.892,329,24.5,97.81,25.049,0,0,0,1.998,0,0,1.998,4.921,40.602
ScheduledDomestic,Pawan Hans,2019,12,78,51.167,6.782,290,20.8,74.6,27.882,0,0,0,1.547,0,0,1.547,4.357,35.499
ScheduledDomestic,Pawan Hans,2020,1,74,49,6.496,278,19.137,71.5,26.765,,,,1482,,,1482,4557,32.521
ScheduledDomestic,Pawan Hans,2020,2,94,63.33,8.56,324,24,92.7,25.89,,,,1952,,,1952,5285,36.935
ScheduledDomestic,Pawan Hans,2020,3,60,38.33,5.302,183,13.6,58.32,23.32,,,,886,,,886,2767,32.02
ScheduledDomestic,Pawan Hans,2020,6,28,18.33,2.388,11,1.11,26.268,4.226,,,,25,,,25,644,3.882
ScheduledDomestic,Pawan Hans,2020,7,34,22,2.84,18,1.508,31.24,4.827,,,,115,,,115,1054,10.911
ScheduledDomestic,Pawan Hans,2020,8,36,21.67,2.72,11,1.102,29.92,3.683,,,,71,,,71,1099,6.46
